Shrutis-MBP:assignment1 shruti$ python q3_sgd.py 
Running sanity checks...
iter 22810: 10.051727
iter 22820: 10.019099
iter 22830: 9.932537
iter 22840: 9.895476
iter 22850: 9.933669
iter 22860: 9.897886
iter 22870: 9.919813
iter 22880: 9.864443
iter 22890: 9.929725
iter 22900: 9.939804
iter 22910: 9.910720
iter 22920: 9.893081
iter 22930: 9.824481
iter 22940: 9.800336
iter 22950: 9.775923
iter 22960: 9.841829
iter 22970: 9.832726
iter 22980: 9.838370
iter 22990: 9.923237
iter 23000: 9.949029
iter 23010: 9.982502
iter 23020: 9.986062
iter 23030: 9.987671
iter 23040: 9.975786
iter 23050: 9.938523
iter 23060: 9.949094
iter 23070: 9.928064
iter 23080: 9.976437
iter 23090: 9.998785
iter 23100: 9.975966
iter 23110: 9.951783
iter 23120: 9.958757
iter 23130: 10.036354
iter 23140: 9.977160
iter 23150: 9.957484
iter 23160: 9.953466
iter 23170: 9.982099
iter 23180: 9.964789
iter 23190: 10.056511
iter 23200: 10.057278
iter 23210: 10.027266
iter 23220: 9.974378
iter 23230: 9.898778
iter 23240: 9.904385
iter 23250: 9.834144
iter 23260: 9.864597
iter 23270: 9.900455
iter 23280: 9.851962
iter 23290: 9.900117
iter 23300: 9.923707
iter 23310: 9.933970
iter 23320: 9.878134
iter 23330: 9.931799
iter 23340: 9.860328
iter 23350: 9.906715
iter 23360: 9.917627
iter 23370: 9.860565
iter 23380: 9.911999
iter 23390: 9.957767
iter 23400: 10.019021
iter 23410: 10.074651
iter 23420: 10.061112
iter 23430: 10.044209
iter 23440: 10.036600
iter 23450: 10.003543
iter 23460: 9.961784
iter 23470: 9.969552
iter 23480: 9.931517
iter 23490: 9.989888
iter 23500: 10.008574
iter 23510: 10.023423
iter 23520: 10.056430
iter 23530: 10.032723
iter 23540: 10.019408
iter 23550: 9.990397
iter 23560: 9.946517
iter 23570: 9.933244
iter 23580: 9.891785
iter 23590: 9.805997
iter 23600: 9.757745
iter 23610: 9.772259
iter 23620: 9.783650
iter 23630: 9.837298
iter 23640: 9.788247
iter 23650: 9.890318
iter 23660: 9.925530
iter 23670: 9.892339
iter 23680: 9.857486
iter 23690: 9.899064
iter 23700: 9.881166
iter 23710: 9.859719
iter 23720: 9.917085
iter 23730: 9.919889
iter 23740: 9.912869
iter 23750: 9.848984
iter 23760: 9.802005
iter 23770: 9.794242
iter 23780: 9.813546
iter 23790: 9.840276
iter 23800: 9.888304
iter 23810: 9.826774
iter 23820: 9.885322
iter 23830: 9.837312
iter 23840: 9.861002
iter 23850: 9.887152
iter 23860: 9.904844
iter 23870: 9.907024
iter 23880: 9.929697
iter 23890: 9.945376
iter 23900: 9.957536
iter 23910: 9.983835
iter 23920: 10.036733
iter 23930: 10.034965
iter 23940: 10.003525
iter 23950: 10.006992
iter 23960: 10.058879
iter 23970: 10.047890
iter 23980: 10.046872
iter 23990: 10.088312
iter 24000: 10.052948
iter 24010: 10.067045
iter 24020: 10.145268
iter 24030: 10.090486
iter 24040: 10.085514
iter 24050: 10.081178
iter 24060: 10.054320
iter 24070: 10.070494
iter 24080: 10.054692
iter 24090: 10.050192
iter 24100: 9.969974
iter 24110: 9.973450
iter 24120: 10.011672
iter 24130: 10.063952
iter 24140: 10.034342
iter 24150: 10.003691
iter 24160: 10.046169
iter 24170: 9.981090
iter 24180: 9.867400
iter 24190: 9.945354
iter 24200: 9.977494
iter 24210: 9.956523
iter 24220: 9.901604
iter 24230: 9.906061
iter 24240: 9.969402
iter 24250: 9.928198
iter 24260: 9.936676
iter 24270: 9.942301
iter 24280: 9.971004
iter 24290: 9.923889
iter 24300: 10.023262
iter 24310: 9.992684
iter 24320: 10.018998
iter 24330: 10.017650
iter 24340: 9.991825
iter 24350: 9.920591
iter 24360: 9.934910
iter 24370: 9.942450
iter 24380: 9.984111
iter 24390: 10.003526
iter 24400: 9.920198
iter 24410: 9.916852
iter 24420: 9.886189
iter 24430: 9.847659
iter 24440: 9.820800
iter 24450: 9.836679
iter 24460: 9.847237
iter 24470: 9.854866
iter 24480: 9.873628
iter 24490: 9.874782
iter 24500: 9.812153
iter 24510: 9.793598
iter 24520: 9.765351
iter 24530: 9.779308
iter 24540: 9.813720
iter 24550: 9.831670
iter 24560: 9.811019
iter 24570: 9.785990
iter 24580: 9.792910
iter 24590: 9.806414
iter 24600: 9.809910
iter 24610: 9.840349
iter 24620: 9.845220
iter 24630: 9.792342
iter 24640: 9.776192
iter 24650: 9.804139
iter 24660: 9.826111
iter 24670: 9.862199
iter 24680: 9.952437
iter 24690: 9.868751
iter 24700: 9.844238
iter 24710: 9.797291
iter 24720: 9.835113
iter 24730: 9.795329
iter 24740: 9.796792
iter 24750: 9.839558
iter 24760: 9.865665
iter 24770: 9.796428
iter 24780: 9.862575
iter 24790: 9.919655
iter 24800: 9.968862
iter 24810: 9.986770
iter 24820: 9.929829
iter 24830: 10.000376
iter 24840: 9.902954
iter 24850: 9.863475
iter 24860: 9.865101
iter 24870: 9.829404
iter 24880: 9.819339
iter 24890: 9.856888
iter 24900: 9.862327
iter 24910: 9.932179
iter 24920: 9.910752
iter 24930: 9.909694
iter 24940: 9.980958
iter 24950: 10.003307
iter 24960: 9.993246
iter 24970: 9.978813
iter 24980: 9.973762
iter 24990: 9.857566
iter 25000: 9.886680
iter 25010: 9.880854
iter 25020: 9.952313
iter 25030: 9.976919
iter 25040: 9.971316
iter 25050: 9.950112
iter 25060: 9.901070
iter 25070: 9.851635
iter 25080: 9.794932
iter 25090: 9.781329
iter 25100: 9.822143
iter 25110: 9.780814
iter 25120: 9.773691
iter 25130: 9.746795
iter 25140: 9.751934
iter 25150: 9.785004
iter 25160: 9.868616
iter 25170: 9.932268
iter 25180: 9.900019
iter 25190: 9.929745
iter 25200: 9.920360
iter 25210: 9.848535
iter 25220: 9.909884
iter 25230: 9.935633
iter 25240: 9.954042
iter 25250: 9.989684
iter 25260: 9.950293
iter 25270: 9.936647
iter 25280: 9.929410
iter 25290: 9.916877
iter 25300: 9.910286
iter 25310: 9.980586
iter 25320: 9.964140
iter 25330: 10.005447
iter 25340: 9.961839
iter 25350: 10.003597
iter 25360: 9.968977
iter 25370: 10.068493
iter 25380: 10.009054
iter 25390: 9.990434
iter 25400: 9.955390
iter 25410: 9.995503
iter 25420: 10.074844
iter 25430: 10.035228
iter 25440: 9.966965
iter 25450: 10.002902
iter 25460: 10.019357
iter 25470: 9.974827
iter 25480: 9.909419
iter 25490: 9.906718
iter 25500: 9.993157
iter 25510: 10.051919
iter 25520: 10.173322
iter 25530: 10.195639
iter 25540: 10.145008
iter 25550: 10.103286
iter 25560: 10.167549
iter 25570: 10.105647
iter 25580: 10.182753
iter 25590: 10.173741
iter 25600: 10.113148
iter 25610: 10.141159
iter 25620: 10.103082
iter 25630: 10.084544
iter 25640: 10.030878
iter 25650: 10.018625
iter 25660: 9.976844
iter 25670: 9.970329
iter 25680: 9.997036
iter 25690: 9.949133
iter 25700: 9.883517
iter 25710: 9.856587
iter 25720: 9.826896
iter 25730: 9.863625
iter 25740: 9.845910
iter 25750: 9.817989
iter 25760: 9.793948
iter 25770: 9.839254
iter 25780: 9.927969
iter 25790: 9.910407
iter 25800: 9.874874
iter 25810: 9.843592
iter 25820: 9.800079
iter 25830: 9.744474
iter 25840: 9.771434
iter 25850: 9.777843
iter 25860: 9.850412
iter 25870: 9.866020
iter 25880: 9.795222
iter 25890: 9.792400
iter 25900: 9.753798
iter 25910: 9.716579
iter 25920: 9.692070
iter 25930: 9.694633
iter 25940: 9.757457
iter 25950: 9.761842
iter 25960: 9.709192
iter 25970: 9.730314
iter 25980: 9.697426
iter 25990: 9.711171
iter 26000: 9.732637
iter 26010: 9.698355
iter 26020: 9.658295
iter 26030: 9.668110
iter 26040: 9.649008
iter 26050: 9.714449
iter 26060: 9.782952
iter 26070: 9.759607
iter 26080: 9.702613
iter 26090: 9.737684
iter 26100: 9.664597
iter 26110: 9.689256
iter 26120: 9.731648
iter 26130: 9.764633
iter 26140: 9.799509
iter 26150: 9.815689
iter 26160: 9.769008
iter 26170: 9.698823
iter 26180: 9.673767
iter 26190: 9.629124
iter 26200: 9.614968
iter 26210: 9.643792
iter 26220: 9.690527
iter 26230: 9.688233
iter 26240: 9.672391
iter 26250: 9.623265
iter 26260: 9.642657
iter 26270: 9.714287
iter 26280: 9.662983
iter 26290: 9.639605
iter 26300: 9.615026
iter 26310: 9.592686
iter 26320: 9.588633
iter 26330: 9.556390
iter 26340: 9.564529
iter 26350: 9.598285
iter 26360: 9.642750
iter 26370: 9.619333
iter 26380: 9.613398
iter 26390: 9.583246
iter 26400: 9.548257
iter 26410: 9.554966
iter 26420: 9.554725
iter 26430: 9.479357
iter 26440: 9.503416
iter 26450: 9.514892
iter 26460: 9.515581
iter 26470: 9.486277
iter 26480: 9.548315
iter 26490: 9.490835
iter 26500: 9.542768
iter 26510: 9.512139
iter 26520: 9.544577
iter 26530: 9.547577
iter 26540: 9.557098
iter 26550: 9.703403
iter 26560: 9.658741
iter 26570: 9.610074
iter 26580: 9.602478
iter 26590: 9.664933
iter 26600: 9.693905
iter 26610: 9.670584
iter 26620: 9.623795
iter 26630: 9.559200
iter 26640: 9.614140
iter 26650: 9.641175
iter 26660: 9.623545
iter 26670: 9.576744
iter 26680: 9.592389
iter 26690: 9.581534
iter 26700: 9.551075
iter 26710: 9.539823
iter 26720: 9.577451
iter 26730: 9.555218
iter 26740: 9.529649
iter 26750: 9.552121
iter 26760: 9.574789
iter 26770: 9.636002
iter 26780: 9.728637
iter 26790: 9.725264
iter 26800: 9.699156
iter 26810: 9.715280
iter 26820: 9.668228
iter 26830: 9.640411
iter 26840: 9.742621
iter 26850: 9.680790
iter 26860: 9.663191
iter 26870: 9.700060
iter 26880: 9.719891
iter 26890: 9.758131
iter 26900: 9.790003
iter 26910: 9.762775
iter 26920: 9.725133
iter 26930: 9.725995
iter 26940: 9.715038
iter 26950: 9.700501
iter 26960: 9.661682
iter 26970: 9.623155
iter 26980: 9.574683
iter 26990: 9.559724
iter 27000: 9.537133
iter 27010: 9.521183
iter 27020: 9.579336
iter 27030: 9.652055
iter 27040: 9.620685
iter 27050: 9.599333
iter 27060: 9.569243
iter 27070: 9.557373
iter 27080: 9.565325
iter 27090: 9.518888
iter 27100: 9.505212
iter 27110: 9.500926
iter 27120: 9.487630
iter 27130: 9.542543
iter 27140: 9.515503
iter 27150: 9.544610
iter 27160: 9.539758
iter 27170: 9.547360
iter 27180: 9.531971
iter 27190: 9.591022
iter 27200: 9.621412
iter 27210: 9.635096
iter 27220: 9.665797
iter 27230: 9.652508
iter 27240: 9.677813
iter 27250: 9.617287
iter 27260: 9.620981
iter 27270: 9.575387
iter 27280: 9.537850
iter 27290: 9.577684
iter 27300: 9.568195
iter 27310: 9.643230
iter 27320: 9.635014
iter 27330: 9.647592
iter 27340: 9.682968
iter 27350: 9.653790
iter 27360: 9.722251
iter 27370: 9.701585
iter 27380: 9.674934
iter 27390: 9.752552
iter 27400: 9.759094
iter 27410: 9.701656
iter 27420: 9.631424
iter 27430: 9.638137
iter 27440: 9.595513
iter 27450: 9.564444
iter 27460: 9.584171
iter 27470: 9.615551
iter 27480: 9.585470
iter 27490: 9.605556
iter 27500: 9.728310
iter 27510: 9.750477
iter 27520: 9.721502
iter 27530: 9.733567
iter 27540: 9.801810
iter 27550: 9.805330
iter 27560: 9.802539
iter 27570: 9.851101
iter 27580: 9.842565
iter 27590: 9.827923
iter 27600: 9.859254
iter 27610: 9.937943
iter 27620: 9.981689
iter 27630: 9.918617
iter 27640: 9.875542
iter 27650: 9.922627
iter 27660: 9.851886
iter 27670: 9.851783
iter 27680: 9.893563
iter 27690: 9.865811
iter 27700: 9.823206
iter 27710: 9.863397
iter 27720: 9.864192
iter 27730: 9.806651
iter 27740: 9.833285
iter 27750: 9.808368
iter 27760: 9.792408
iter 27770: 9.790269
iter 27780: 9.820014
iter 27790: 9.771837
iter 27800: 9.837064
iter 27810: 9.899076
iter 27820: 9.927610
iter 27830: 9.909891
iter 27840: 9.834712
iter 27850: 9.827848
iter 27860: 9.815219
iter 27870: 9.864946
iter 27880: 9.877001
iter 27890: 9.847488
iter 27900: 9.872170
iter 27910: 9.884109
iter 27920: 9.904537
iter 27930: 9.950501
iter 27940: 9.925157
iter 27950: 9.903740
iter 27960: 9.912215
iter 27970: 9.947554
iter 27980: 9.979393
iter 27990: 9.966181
iter 28000: 9.923033
iter 28010: 9.965682
iter 28020: 9.963207
iter 28030: 10.052220
iter 28040: 10.082077
iter 28050: 10.057471
iter 28060: 10.050100
iter 28070: 10.040168
iter 28080: 9.971963
iter 28090: 9.917628
iter 28100: 9.891089
iter 28110: 9.886282
iter 28120: 9.835369
iter 28130: 9.865262
iter 28140: 9.845059
iter 28150: 9.784413
iter 28160: 9.744351
iter 28170: 9.695768
iter 28180: 9.753965
iter 28190: 9.783810
iter 28200: 9.910447
iter 28210: 9.885352
iter 28220: 9.930725
iter 28230: 9.952660
iter 28240: 9.965230
iter 28250: 9.998501
iter 28260: 9.941431
iter 28270: 9.991817
iter 28280: 9.976139
iter 28290: 9.981284
iter 28300: 10.002056
iter 28310: 10.034194
iter 28320: 10.119283
iter 28330: 10.058141
iter 28340: 10.031445
iter 28350: 9.983419
iter 28360: 10.050786
iter 28370: 10.005589
iter 28380: 10.021470
iter 28390: 9.976674
iter 28400: 9.980867
iter 28410: 9.929429
iter 28420: 9.952442
iter 28430: 9.913789
iter 28440: 9.882869
iter 28450: 9.918623
iter 28460: 9.818562
iter 28470: 9.800970
iter 28480: 9.876562
iter 28490: 9.872700
iter 28500: 9.932441
iter 28510: 9.998561
iter 28520: 9.947061
iter 28530: 9.973346
iter 28540: 10.007903
iter 28550: 9.986601
iter 28560: 9.976051
iter 28570: 9.928502
iter 28580: 9.917421
iter 28590: 9.886812
iter 28600: 9.835067
iter 28610: 9.800187
iter 28620: 9.854316
iter 28630: 9.806453
iter 28640: 9.764286
iter 28650: 9.780735
iter 28660: 9.810503
iter 28670: 9.786299
iter 28680: 9.790902
iter 28690: 9.836112
iter 28700: 9.881710
iter 28710: 9.763558
iter 28720: 9.746912
iter 28730: 9.760274
iter 28740: 9.694813
iter 28750: 9.717563
iter 28760: 9.687314
iter 28770: 9.702245
iter 28780: 9.691141
iter 28790: 9.646610
iter 28800: 9.667657
iter 28810: 9.719451
iter 28820: 9.656751
iter 28830: 9.683374
iter 28840: 9.687145
iter 28850: 9.669421
iter 28860: 9.695124
iter 28870: 9.634585
iter 28880: 9.622446
iter 28890: 9.659942
iter 28900: 9.636958
iter 28910: 9.657798
iter 28920: 9.673879
iter 28930: 9.602775
iter 28940: 9.593216
iter 28950: 9.562275
iter 28960: 9.628676
iter 28970: 9.705618
iter 28980: 9.701519
iter 28990: 9.728029
iter 29000: 9.682428
iter 29010: 9.634965
iter 29020: 9.619416
iter 29030: 9.628103
iter 29040: 9.669906
iter 29050: 9.614385
iter 29060: 9.655382
iter 29070: 9.653560
iter 29080: 9.608670
iter 29090: 9.595092
iter 29100: 9.665558
iter 29110: 9.700526
iter 29120: 9.751597
iter 29130: 9.736766
iter 29140: 9.722117
iter 29150: 9.688700
iter 29160: 9.721505
iter 29170: 9.681237
iter 29180: 9.671408
iter 29190: 9.712000
iter 29200: 9.654616
iter 29210: 9.646783
iter 29220: 9.678324
iter 29230: 9.712522
iter 29240: 9.633154
iter 29250: 9.598776
iter 29260: 9.611804
iter 29270: 9.613654
iter 29280: 9.602570
iter 29290: 9.578751
iter 29300: 9.633700
iter 29310: 9.565970
iter 29320: 9.561131
iter 29330: 9.579171
iter 29340: 9.548923
iter 29350: 9.561069
iter 29360: 9.531908
iter 29370: 9.571513
iter 29380: 9.527680
iter 29390: 9.464959
iter 29400: 9.510898
iter 29410: 9.529788
iter 29420: 9.483275
iter 29430: 9.443177
iter 29440: 9.416170
iter 29450: 9.390948
iter 29460: 9.397240
iter 29470: 9.497475
iter 29480: 9.597917
iter 29490: 9.623235
iter 29500: 9.636817
iter 29510: 9.580359
iter 29520: 9.597892
iter 29530: 9.513626
iter 29540: 9.576126
iter 29550: 9.582711
iter 29560: 9.625982
iter 29570: 9.602963
iter 29580: 9.595438
iter 29590: 9.612194
iter 29600: 9.612555
iter 29610: 9.682340
iter 29620: 9.668901
iter 29630: 9.681823
iter 29640: 9.656588
iter 29650: 9.611578
iter 29660: 9.638395
iter 29670: 9.663862
iter 29680: 9.739144
iter 29690: 9.817925
iter 29700: 9.807131
iter 29710: 9.733446
iter 29720: 9.785459
iter 29730: 9.783990
iter 29740: 9.835074
iter 29750: 9.848203
iter 29760: 9.875659
iter 29770: 9.877794
iter 29780: 9.809868
iter 29790: 9.830537
iter 29800: 9.817845
iter 29810: 9.805979
iter 29820: 9.766494
iter 29830: 9.799356
iter 29840: 9.808334
iter 29850: 9.827782
iter 29860: 9.910410
iter 29870: 9.947893
iter 29880: 9.977287
iter 29890: 9.929355
iter 29900: 9.908924
iter 29910: 9.855707
iter 29920: 9.820052
iter 29930: 9.829666
iter 29940: 9.794839
iter 29950: 9.823574
iter 29960: 9.765031
iter 29970: 9.756320
iter 29980: 9.700866
iter 29990: 9.711315
iter 30000: 9.734859
iter 30010: 9.707531
iter 30020: 9.720922
iter 30030: 9.774544
iter 30040: 9.767741
iter 30050: 9.743177
iter 30060: 9.754012
iter 30070: 9.697058
iter 30080: 9.759515
iter 30090: 9.812250
iter 30100: 9.822660
iter 30110: 9.847796
iter 30120: 9.847841
iter 30130: 9.896949
iter 30140: 9.854323
iter 30150: 9.792559
iter 30160: 9.817017
iter 30170: 9.766294
iter 30180: 9.754386
iter 30190: 9.752566
iter 30200: 9.644816
iter 30210: 9.605498
iter 30220: 9.617733
iter 30230: 9.641182
iter 30240: 9.656354
iter 30250: 9.675138
iter 30260: 9.619798
iter 30270: 9.603604
iter 30280: 9.651391
iter 30290: 9.623931
iter 30300: 9.670607
iter 30310: 9.695702
iter 30320: 9.765856
iter 30330: 9.721681
iter 30340: 9.750848
iter 30350: 9.677133
iter 30360: 9.606756
iter 30370: 9.656472
iter 30380: 9.622356
iter 30390: 9.646229
iter 30400: 9.666868
iter 30410: 9.687851
iter 30420: 9.787109
iter 30430: 9.777966
iter 30440: 9.741785
iter 30450: 9.742510
iter 30460: 9.702156
iter 30470: 9.703709
iter 30480: 9.679551
iter 30490: 9.691356
iter 30500: 9.626200
iter 30510: 9.672851
iter 30520: 9.649556
iter 30530: 9.635120
iter 30540: 9.667558
iter 30550: 9.703257
iter 30560: 9.679498
iter 30570: 9.636841
iter 30580: 9.639783
iter 30590: 9.690913
iter 30600: 9.681788
iter 30610: 9.689516
iter 30620: 9.696297
iter 30630: 9.669905
iter 30640: 9.665073
iter 30650: 9.639443
iter 30660: 9.648949
iter 30670: 9.674915
iter 30680: 9.627877
iter 30690: 9.606692
iter 30700: 9.577064
iter 30710: 9.553591
iter 30720: 9.545380
iter 30730: 9.508548
iter 30740: 9.593772
iter 30750: 9.588212
iter 30760: 9.670121
iter 30770: 9.647273
iter 30780: 9.574266
iter 30790: 9.585279
iter 30800: 9.546131
iter 30810: 9.503020
iter 30820: 9.464467
iter 30830: 9.502052
iter 30840: 9.542357
iter 30850: 9.501492
iter 30860: 9.499334
iter 30870: 9.440462
iter 30880: 9.524616
iter 30890: 9.503313
iter 30900: 9.452765
iter 30910: 9.507544
iter 30920: 9.507945
iter 30930: 9.529425
iter 30940: 9.582908
iter 30950: 9.581250
iter 30960: 9.591239
iter 30970: 9.606964
iter 30980: 9.637655
iter 30990: 9.659158
iter 31000: 9.718736
iter 31010: 9.722270
iter 31020: 9.712456
iter 31030: 9.667755
iter 31040: 9.680268
iter 31050: 9.679543
iter 31060: 9.664428
iter 31070: 9.704240
iter 31080: 9.673070
iter 31090: 9.712217
iter 31100: 9.709122
iter 31110: 9.762023
iter 31120: 9.719128
iter 31130: 9.669721
iter 31140: 9.781895
iter 31150: 9.838166
iter 31160: 9.738480
iter 31170: 9.743335
iter 31180: 9.802479
iter 31190: 9.882669
iter 31200: 9.837205
iter 31210: 9.848880
iter 31220: 9.855569
iter 31230: 9.835476
iter 31240: 9.803664
iter 31250: 9.840795
iter 31260: 9.865982
iter 31270: 9.842468
iter 31280: 9.850899
iter 31290: 9.868685
iter 31300: 9.815780
iter 31310: 9.932926
iter 31320: 9.928388
iter 31330: 9.898389
iter 31340: 9.888335
iter 31350: 9.816659
iter 31360: 9.858260
iter 31370: 9.848905
iter 31380: 9.750234
iter 31390: 9.789709
iter 31400: 9.839958
iter 31410: 9.838916
iter 31420: 9.811821
iter 31430: 9.801685
iter 31440: 9.774071
iter 31450: 9.815610
iter 31460: 9.756369
iter 31470: 9.732972
iter 31480: 9.720641
iter 31490: 9.721565
iter 31500: 9.694096
iter 31510: 9.685080
iter 31520: 9.663586
iter 31530: 9.712947
iter 31540: 9.739267
iter 31550: 9.700815
iter 31560: 9.643555
iter 31570: 9.682904
iter 31580: 9.632695
iter 31590: 9.657643
iter 31600: 9.564666
iter 31610: 9.568927
iter 31620: 9.574992
iter 31630: 9.505584
iter 31640: 9.504050
iter 31650: 9.510759
iter 31660: 9.457776
iter 31670: 9.471586
iter 31680: 9.501530
iter 31690: 9.572560
iter 31700: 9.544198
iter 31710: 9.498258
iter 31720: 9.497068
iter 31730: 9.502694
iter 31740: 9.463295
iter 31750: 9.498022
iter 31760: 9.503989
iter 31770: 9.509782
iter 31780: 9.467342
iter 31790: 9.449191
iter 31800: 9.464835
iter 31810: 9.469464
iter 31820: 9.488117
iter 31830: 9.584432
iter 31840: 9.613943
iter 31850: 9.566372
iter 31860: 9.684272
iter 31870: 9.649256
iter 31880: 9.643765
iter 31890: 9.612215
iter 31900: 9.612270
iter 31910: 9.622114
iter 31920: 9.658342
iter 31930: 9.650095
iter 31940: 9.600814
iter 31950: 9.636216
iter 31960: 9.709118
iter 31970: 9.655716
iter 31980: 9.651819
iter 31990: 9.645922
iter 32000: 9.609347
iter 32010: 9.595583
iter 32020: 9.523116
iter 32030: 9.536628
iter 32040: 9.615265
iter 32050: 9.669861
iter 32060: 9.695155
iter 32070: 9.681889
iter 32080: 9.656646
iter 32090: 9.676222
iter 32100: 9.752249
iter 32110: 9.787373
iter 32120: 9.848185
iter 32130: 9.870050
iter 32140: 9.878926
iter 32150: 9.902157
iter 32160: 9.866040
iter 32170: 9.869265
iter 32180: 9.929249
iter 32190: 9.905407
iter 32200: 9.984238
iter 32210: 10.021575
iter 32220: 10.034477
iter 32230: 10.010718
iter 32240: 10.015951
iter 32250: 9.983624
iter 32260: 9.977396
iter 32270: 10.002710
iter 32280: 9.981017
iter 32290: 9.883024
iter 32300: 9.807741
iter 32310: 9.797668
iter 32320: 9.751829
iter 32330: 9.787832
iter 32340: 9.778086
iter 32350: 9.821746
iter 32360: 9.866507
iter 32370: 9.825388
iter 32380: 9.784282
iter 32390: 9.750937
iter 32400: 9.721489
iter 32410: 9.719118
iter 32420: 9.665429
iter 32430: 9.665041
iter 32440: 9.611350
iter 32450: 9.719244
iter 32460: 9.758481
iter 32470: 9.734553
iter 32480: 9.756314
iter 32490: 9.789420
iter 32500: 9.773825
iter 32510: 9.742147
iter 32520: 9.735120
iter 32530: 9.670675
iter 32540: 9.749696
iter 32550: 9.779502
iter 32560: 9.807975
iter 32570: 9.816736
iter 32580: 9.808024
iter 32590: 9.844417
iter 32600: 9.802954
iter 32610: 9.826590
iter 32620: 9.863602
iter 32630: 9.922568
iter 32640: 9.894121
iter 32650: 9.812352
iter 32660: 9.832089
iter 32670: 9.783764
iter 32680: 9.809988
iter 32690: 9.770927
iter 32700: 9.749939
iter 32710: 9.741325
iter 32720: 9.795253
iter 32730: 9.796860
iter 32740: 9.722533
iter 32750: 9.809577
iter 32760: 9.775792
iter 32770: 9.770465
iter 32780: 9.760633
iter 32790: 9.752874
iter 32800: 9.715542
iter 32810: 9.683559
iter 32820: 9.640493
iter 32830: 9.651554
iter 32840: 9.622561
iter 32850: 9.564821
iter 32860: 9.555367
iter 32870: 9.647146
iter 32880: 9.713539
iter 32890: 9.666673
iter 32900: 9.585613
iter 32910: 9.608219
iter 32920: 9.579181
iter 32930: 9.579753
iter 32940: 9.560735
iter 32950: 9.560703
iter 32960: 9.561461
iter 32970: 9.581827
iter 32980: 9.600397
iter 32990: 9.521606
iter 33000: 9.497404
iter 33010: 9.516320
iter 33020: 9.497651
iter 33030: 9.528056
iter 33040: 9.575968
iter 33050: 9.584928
iter 33060: 9.615771
iter 33070: 9.623433
iter 33080: 9.607549
iter 33090: 9.557487
iter 33100: 9.552797
iter 33110: 9.503492
iter 33120: 9.419519
iter 33130: 9.445238
iter 33140: 9.480296
iter 33150: 9.487870
iter 33160: 9.465581
iter 33170: 9.457203
iter 33180: 9.422275
iter 33190: 9.477131
iter 33200: 9.444379
iter 33210: 9.400980
iter 33220: 9.392737
iter 33230: 9.444115
iter 33240: 9.490444
iter 33250: 9.534073
iter 33260: 9.503680
iter 33270: 9.515211
iter 33280: 9.478955
iter 33290: 9.411754
iter 33300: 9.453841
iter 33310: 9.408090
iter 33320: 9.359876
iter 33330: 9.322484
iter 33340: 9.309304
iter 33350: 9.287160
iter 33360: 9.307866
iter 33370: 9.382932
iter 33380: 9.429728
iter 33390: 9.371599
iter 33400: 9.419407
iter 33410: 9.416870
iter 33420: 9.405153
iter 33430: 9.460454
iter 33440: 9.472517
iter 33450: 9.457624
iter 33460: 9.479345
iter 33470: 9.392673
iter 33480: 9.381755
iter 33490: 9.446573
iter 33500: 9.425228
iter 33510: 9.425673
iter 33520: 9.451351
iter 33530: 9.458221
iter 33540: 9.464062
iter 33550: 9.499576
iter 33560: 9.473686
iter 33570: 9.499127
iter 33580: 9.496465
iter 33590: 9.510258
iter 33600: 9.498129
iter 33610: 9.556441
iter 33620: 9.508014
iter 33630: 9.525992
iter 33640: 9.477171
iter 33650: 9.470848
iter 33660: 9.478706
iter 33670: 9.459658
iter 33680: 9.440576
iter 33690: 9.391519
iter 33700: 9.408031
iter 33710: 9.434185
iter 33720: 9.446330
iter 33730: 9.468809
iter 33740: 9.524439
iter 33750: 9.531722
iter 33760: 9.533236
iter 33770: 9.555291
iter 33780: 9.528333
iter 33790: 9.528986
iter 33800: 9.518663
iter 33810: 9.528504
iter 33820: 9.517748
iter 33830: 9.634375
iter 33840: 9.682872
iter 33850: 9.641425
iter 33860: 9.656326
iter 33870: 9.604019
iter 33880: 9.663930
iter 33890: 9.653450
iter 33900: 9.628940
iter 33910: 9.629919
iter 33920: 9.627676
iter 33930: 9.684013
iter 33940: 9.614809
iter 33950: 9.584624
iter 33960: 9.540290
iter 33970: 9.488580
iter 33980: 9.474535
iter 33990: 9.392021
iter 34000: 9.469437
iter 34010: 9.490320
iter 34020: 9.479539
iter 34030: 9.524336
iter 34040: 9.506135
iter 34050: 9.503034
iter 34060: 9.504065
iter 34070: 9.510966
iter 34080: 9.527049
iter 34090: 9.538772
iter 34100: 9.524399
iter 34110: 9.607072
iter 34120: 9.618000
iter 34130: 9.607540
iter 34140: 9.547934
iter 34150: 9.505596
iter 34160: 9.539985
iter 34170: 9.560999
iter 34180: 9.571871
iter 34190: 9.673206
iter 34200: 9.629402
iter 34210: 9.705247
iter 34220: 9.712646
iter 34230: 9.716328
iter 34240: 9.706484
iter 34250: 9.775372
iter 34260: 9.774087
iter 34270: 9.812572
iter 34280: 9.788753
iter 34290: 9.776059
iter 34300: 9.801133
iter 34310: 9.810618
iter 34320: 9.805111
iter 34330: 9.790967
iter 34340: 9.857511
iter 34350: 9.865988
iter 34360: 9.831858
iter 34370: 9.782570
iter 34380: 9.706256
iter 34390: 9.687276
iter 34400: 9.669593
iter 34410: 9.640676
iter 34420: 9.588466
iter 34430: 9.642630
